OGLE-SMC-ECL-0030   ED   00:23:36.84 -74:26:31.2  SMC714.14.3333   SMC139.6.3620   -                   
OGLE-SMC-ECL-0031   ED   00:23:49.31 -72:13:08.2  -                SMC140.7.16441  -                   
OGLE-SMC-ECL-0032   ED   00:23:50.56 -74:10:13.0  SMC708.01.3964   SMC138.8.3886   -                   
OGLE-SMC-ECL-0033   ED   00:23:53.74 -74:39:30.8  SMC714.14.531    SMC139.7.2873   -                   
OGLE-SMC-ECL-0034   ED   00:24:13.80 -73:36:19.4  SMC708.18.1676   SMC135.8.4004   -                   
OGLE-SMC-ECL-0035   ED   00:24:16.11 -73:49:15.0  SMC708.09.5699   SMC138.6.5349   -                   
OGLE-SMC-ECL-0036   ED   00:24:25.30 -72:13:38.4  SMC707.20.6342   SMC140.2.1657   -                   
OGLE-SMC-ECL-0037   ED   00:24:25.88 -74:22:04.7  SMC708.01.729    SMC139.3.266    -                   
OGLE-SMC-ECL-0038   ED   00:24:26.51 -73:45:50.3  SMC708.09.5236   SMC138.5.5081   -                   
OGLE-SMC-ECL-0039   ED   00:24:26.63 -74:02:35.4  SMC708.09.166    SMC138.7.4230   -                   
OGLE-SMC-ECL-0040   ED   00:24:40.61 -74:02:48.9  SMC708.09.386    SMC138.7.4692   -                   
OGLE-SMC-ECL-0041   ED   00:24:43.55 -74:09:21.0  SMC708.01.4758   SMC138.8.4900   -                   
OGLE-SMC-ECL-0042   ED   00:24:43.90 -71:47:38.1  SMC706.05.5325   SMC140.4.14005  -                   
OGLE-SMC-ECL-0043   ED   00:24:44.92 -72:17:43.6  SMC707.20.7126   SMC140.1.7252   -                   
OGLE-SMC-ECL-0044   ED   00:24:48.88 -74:33:38.4  SMC714.14.434    SMC139.2.272    -                   
OGLE-SMC-ECL-0045   ED   00:24:49.04 -74:10:50.7  SMC708.01.3946   SMC138.8.3967   -                   
OGLE-SMC-ECL-0046   ED   00:24:51.73 -74:20:01.4  SMC708.01.365    SMC139.4.136    -                   
OGLE-SMC-ECL-0047   ED   00:24:56.39 -73:59:50.9  SMC708.09.1083   SMC138.7.5410   -                   
OGLE-SMC-ECL-0048   ED   00:24:56.87 -73:33:31.2  SMC708.18.5688   SMC135.8.3633   -                   
OGLE-SMC-ECL-0049   EC   00:25:00.46 -72:00:02.7  -                SMC140.3.45081  -                   
OGLE-SMC-ECL-0050   ED   00:25:00.58 -73:50:43.2  SMC708.09.4534   SMC138.6.4399   -                   
OGLE-SMC-ECL-0051   ED   00:25:05.21 -72:07:44.9  SMC707.27.3802   SMC140.2.29009  -                   
OGLE-SMC-ECL-0052   ED   00:25:06.59 -73:32:23.5  SMC708.17.5637   SMC135.8.3196   -                   
OGLE-SMC-ECL-0053   ED   00:25:12.08 -73:41:16.7  SMC708.17.799    SMC138.5.5394   -                   
OGLE-SMC-ECL-0054   ED   00:25:14.62 -73:58:34.8  SMC714.30.335    SMC138.7.4316   -                   
OGLE-SMC-ECL-0055   ED   00:25:23.75 -73:50:19.4  SMC708.08.6300   SMC138.3.525    -                   
OGLE-SMC-ECL-0056   EC   00:25:24.98 -73:14:25.3  SMC713.16.5108   SMC135.6.2940   -                   
OGLE-SMC-ECL-0057   ED   00:25:25.23 -72:32:59.5  SMC707.10.2639   SMC136.5.2888   -                   
OGLE-SMC-ECL-0058   ED   00:25:35.94 -74:31:45.6  SMC714.13.253    SMC139.2.153    -                   
OGLE-SMC-ECL-0059   ED   00:25:39.54 -73:32:37.8  SMC708.17.5527   SMC135.8.3144   -                   
OGLE-SMC-ECL-0060   ED   00:25:43.94 -72:58:51.0  SMC707.02.3994   SMC136.8.2956   -                   
OGLE-SMC-ECL-0061   ED   00:25:44.91 -73:55:27.6  SMC708.08.1550   SMC138.2.1277   -                   
OGLE-SMC-ECL-0062   ED   00:25:45.40 -74:31:59.7  SMC714.13.53     SMC139.2.35     -                   
OGLE-SMC-ECL-0063   ED   00:26:08.86 -72:07:01.6  SMC707.27.218    SMC140.2.56405  -                   
OGLE-SMC-ECL-0064   ED   00:26:12.67 -73:05:51.7  SMC707.02.778    SMC135.4.1186   -                   
OGLE-SMC-ECL-0065   ED   00:26:15.28 -73:29:57.0  SMC708.17.5885   SMC135.1.173    -                   
OGLE-SMC-ECL-0066   ED   00:26:19.85 -73:49:06.8  SMC708.08.5942   SMC138.3.342    -                   
OGLE-SMC-ECL-0067   ED   00:26:23.44 -73:44:29.4  -                SMC138.4.1684   -                   
OGLE-SMC-ECL-0068   ED   00:26:26.21 -73:38:19.1  SMC708.17.1716   SMC138.4.1707   -                   
OGLE-SMC-ECL-0069   ED   00:26:45.17 -73:49:24.6  SMC708.08.5924   SMC138.3.392    -                   
OGLE-SMC-ECL-0070   ED   00:26:58.61 -73:19:23.1  SMC713.15.915    -               -                   
OGLE-SMC-ECL-0071   ED   00:26:58.77 -74:17:23.5  SMC714.22.221    SMC139.4.2958   -                   
OGLE-SMC-ECL-0072   ED   00:27:00.02 -71:55:08.9  -                SMC140.4.8991   -                   
OGLE-SMC-ECL-0073   ED   00:27:00.33 -73:56:50.0  SMC708.08.1434   SMC138.2.1714   -                   
OGLE-SMC-ECL-0074   ED   00:27:01.73 -73:40:17.4  SMC708.17.845    SMC138.4.1049   -                   
OGLE-SMC-ECL-0075   ED   00:27:02.41 -73:23:53.4  SMC713.15.248    SMC135.2.621    -                   
OGLE-SMC-ECL-0076   ED   00:27:02.44 -74:23:45.1  SMC714.13.3376   SMC139.3.3190   -                   
OGLE-SMC-ECL-0077   ED   00:27:07.85 -74:25:00.9  SMC714.13.2972   SMC139.3.2568   -                   
OGLE-SMC-ECL-0078   ED   00:27:14.81 -73:29:35.9  SMC713.07.6611   SMC135.1.1429   -                   
OGLE-SMC-ECL-0079   ED   00:27:16.19 -74:17:37.6  SMC714.22.963    SMC139.4.3736   -                   
OGLE-SMC-ECL-0080   ED   00:27:17.27 -74:18:45.3  SMC714.22.479    SMC139.4.3739   -                   
OGLE-SMC-ECL-0081   ED   00:27:18.71 -74:03:21.0  -                SMC138.2.1065   -                   
OGLE-SMC-ECL-0082   ED   00:27:18.86 -73:30:52.6  SMC713.07.5798   SMC135.1.120    -                   
OGLE-SMC-ECL-0083   ED   00:27:20.49 -74:12:59.5  SMC714.22.4136   SMC138.1.933    -                   
OGLE-SMC-ECL-0084   ED   00:27:22.74 -73:26:56.2  -                SMC135.2.718    -                   
OGLE-SMC-ECL-0085   ED   00:27:26.23 -73:59:36.7  -                SMC138.2.1099   -                   
OGLE-SMC-ECL-0086   ED   00:27:35.25 -73:49:12.1  SMC714.29.6980   SMC138.3.5649   -                   
OGLE-SMC-ECL-0087   ED   00:27:35.45 -73:53:59.4  SMC714.29.1266   SMC138.3.5978   -                   
OGLE-SMC-ECL-0088   ED   00:27:40.62 -74:33:38.5  SMC714.12.504    SMC139.2.2449   -                   
OGLE-SMC-ECL-0089   EC   00:27:42.15 -73:58:31.4  SMC714.29.923    SMC138.2.5933   -                   
OGLE-SMC-ECL-0090   ED   00:27:42.53 -74:09:37.8  SMC714.21.5066   SMC138.1.4735   -                   
OGLE-SMC-ECL-0091   ED   00:27:43.31 -74:16:13.9  SMC714.21.121    SMC139.4.2901   -                   
OGLE-SMC-ECL-0092   ED   00:27:59.24 -74:24:04.5  SMC714.12.2998   SMC139.3.2520   -                   
OGLE-SMC-ECL-0093   ED   00:28:01.58 -74:20:15.5  SMC714.21.504    SMC139.4.3430   -                   
OGLE-SMC-ECL-0094   ED   00:28:05.09 -73:58:16.6  SMC714.29.397    SMC138.2.5636   -                   
OGLE-SMC-ECL-0095   ED   00:28:05.62 -73:43:38.9  SMC713.07.615    SMC138.4.6190   -                   
OGLE-SMC-ECL-0096   ED   00:28:10.63 -74:16:49.7  SMC714.21.700    SMC139.4.3461   -                   
OGLE-SMC-ECL-0097   ED   00:28:19.72 -73:23:36.5  SMC713.15.47     SMC135.2.3891   -                   
OGLE-SMC-ECL-0098   EC   00:28:23.15 -73:58:13.7  SMC714.29.401    SMC138.2.5688   -                   
OGLE-SMC-ECL-0099   ED   00:28:24.85 -73:06:17.9  SMC707.01.950    SMC135.4.3812   -                   
OGLE-SMC-ECL-0100   ED   00:28:26.36 -74:20:14.1  SMC714.21.193    SMC134.5.1354   -                   
OGLE-SMC-ECL-0101   ED   00:28:27.23 -73:44:21.5  SMC713.07.560    SMC138.4.6319   -                   
OGLE-SMC-ECL-0102   ED   00:28:32.86 -73:57:14.5  SMC714.29.1028   SMC138.2.6198   -                   
OGLE-SMC-ECL-0103   ED   00:28:32.95 -73:58:47.5  SMC714.29.903    SMC138.2.6970   -                   
OGLE-SMC-ECL-0104   ED   00:28:33.22 -72:53:49.1  SMC707.01.4999   SMC136.1.1109   -                   
OGLE-SMC-ECL-0105   ED   00:28:33.41 -73:53:59.3  SMC714.29.2082   SMC138.3.7131   -                   
OGLE-SMC-ECL-0106   ED   00:28:36.51 -74:27:01.2  SMC714.12.3095   SMC134.6.311    -                   
OGLE-SMC-ECL-0107   ED   00:28:39.88 -74:07:20.9  SMC714.21.5219   SMC138.1.4996   -                   
OGLE-SMC-ECL-0108   ED   00:28:42.55 -74:13:58.2  SMC714.21.883    SMC134.5.934    -                   
OGLE-SMC-ECL-0109   ED   00:28:53.62 -73:57:50.1  SMC714.29.185    SMC138.2.5511   -                   
OGLE-SMC-ECL-0110   ED   00:28:56.80 -73:02:50.4  SMC707.01.14     SMC135.4.2868   -                   
OGLE-SMC-ECL-0111   ED   00:28:56.91 -73:33:10.6  SMC713.06.7088   SMC135.1.4510   -                   
OGLE-SMC-ECL-0112   ED   00:29:00.09 -73:24:57.4  SMC713.14.1608   SMC135.2.5393   -                   
OGLE-SMC-ECL-0113   ED   00:29:00.42 -74:06:53.1  SMC714.21.5253   SMC138.1.5093   -                   
OGLE-SMC-ECL-0114   ED   00:29:00.52 -73:55:43.4  SMC714.29.1954   SMC138.2.7148   -                   
OGLE-SMC-ECL-0115   ED   00:29:02.70 -74:38:48.2  SMC714.12.665    SMC134.7.648    -                   
OGLE-SMC-ECL-0116   ED   00:29:13.22 -73:19:04.5  SMC713.14.1304   SMC135.3.3999   -                   
OGLE-SMC-ECL-0117   ED   00:29:15.04 -73:57:26.3  SMC714.29.1013   SMC138.2.6442   -                   
OGLE-SMC-ECL-0118   ED   00:29:17.06 -74:03:09.6  -                SMC133.7.415    -                   
OGLE-SMC-ECL-0119   ED   00:29:18.06 -73:00:40.4  SMC707.01.1223   SMC136.1.4375   -                   
OGLE-SMC-ECL-0120   ED   00:29:19.57 -73:21:31.9  SMC713.14.1090   SMC135.2.4768   -                   
OGLE-SMC-ECL-0121   ED   00:29:21.73 -73:35:12.9  SMC713.06.8659   SMC135.1.6039   -                   
OGLE-SMC-ECL-0122   ED   00:29:30.06 -73:54:02.9  SMC714.29.230    SMC133.6.101    -                   
OGLE-SMC-ECL-0123   ED   00:29:31.90 -74:17:19.0  SMC714.21.1187   SMC134.5.1929   -                   
OGLE-SMC-ECL-0124   EC   00:29:32.85 -73:51:34.4  SMC714.29.6582   SMC133.6.23     -                   
OGLE-SMC-ECL-0125   ED   00:29:33.17 -73:43:52.3  SMC713.06.332    SMC133.5.244    -                   
OGLE-SMC-ECL-0126   ED   00:29:33.28 -74:36:31.8  SMC714.12.47     SMC134.7.42     -                   
OGLE-SMC-ECL-0127   ED   00:29:35.48 -73:44:31.8  SMC713.06.1693   SMC133.5.2493   -                   
OGLE-SMC-ECL-0128   ED   00:29:36.34 -73:48:23.9  SMC714.29.7595   SMC133.6.591    -                   
OGLE-SMC-ECL-0129   ED   00:29:42.29 -74:35:57.2  -                SMC134.7.82     -                   
OGLE-SMC-ECL-0130   ED   00:29:45.39 -73:48:40.6  SMC714.28.7366   SMC133.6.109    -                   
OGLE-SMC-ECL-0131   ED   00:29:53.60 -73:55:29.1  SMC714.28.597    SMC133.7.614    -                   
OGLE-SMC-ECL-0132   ED   00:29:53.95 -74:34:12.6  SMC714.11.524    SMC134.7.776    -                   
OGLE-SMC-ECL-0133   ED   00:29:57.72 -73:23:20.0  SMC713.14.897    SMC130.7.582    -                   
OGLE-SMC-ECL-0134   ED   00:29:58.13 -74:22:03.8  SMC714.20.210    SMC134.6.220    -                   
OGLE-SMC-ECL-0135   EC   00:29:59.76 -74:05:52.8  SMC714.20.5545   SMC133.8.552    -                   
OGLE-SMC-ECL-0136   ED   00:30:27.51 -74:45:22.0  SMC714.03.2738   SMC134.8.670    -                   
OGLE-SMC-ECL-0137   ED   00:30:28.02 -74:00:47.9  SMC714.28.347    SMC133.7.297    -                   
OGLE-SMC-ECL-0138   ED   00:30:28.57 -73:35:15.6  SMC713.06.7746   SMC130.8.778    -                   
OGLE-SMC-ECL-0139   ED   00:30:29.90 -71:15:02.6  SMC706.19.20     SMC137.2.36     -                   
OGLE-SMC-ECL-0140   ED   00:30:37.78 -73:16:09.5  SMC713.14.7865   SMC130.6.2653   -                   
OGLE-SMC-ECL-0141   ED   00:30:45.72 -73:59:40.8  SMC714.28.928    SMC133.7.1658   -                   
OGLE-SMC-ECL-0142   ED   00:30:48.29 -73:45:32.0  SMC713.06.269    SMC133.5.1145   -                   
OGLE-SMC-ECL-0143   ED   00:30:50.68 -73:10:37.2  SMC713.14.6973   SMC130.6.282    -                   
OGLE-SMC-ECL-0144   ED   00:30:56.54 -73:57:05.2  SMC714.28.1138   SMC133.7.1700   -                   
OGLE-SMC-ECL-0145   ED   00:31:03.80 -74:22:40.5  SMC714.11.3916   SMC134.6.3003   -                   
OGLE-SMC-ECL-0146   ED   00:31:06.02 -73:43:10.4  SMC713.05.415    SMC133.5.468    -                   
OGLE-SMC-ECL-0147   ED   00:31:06.11 -73:54:45.1  SMC714.28.2251   SMC133.6.3913   -                   
OGLE-SMC-ECL-0148   ED   00:31:17.60 -72:56:48.1  SMC713.22.6702   SMC131.8.220    -                   
OGLE-SMC-ECL-0149   ED   00:31:23.86 -73:37:01.9  SMC713.05.2832   SMC130.8.1897   -                   
OGLE-SMC-ECL-0150   ED   00:31:24.43 -73:37:59.3  SMC713.05.1652   SMC133.5.1412   -                   
OGLE-SMC-ECL-0151   ED   00:31:27.21 -74:13:19.4  SMC714.20.1469   SMC133.8.5138   -                   
OGLE-SMC-ECL-0152   ED   00:31:27.28 -73:21:55.2  SMC713.13.1220   SMC130.7.1249   -                   
OGLE-SMC-ECL-0153   ED   00:31:31.86 -73:48:36.3  SMC714.28.7814   SMC133.6.5981   -                   
OGLE-SMC-ECL-0154   ED   00:31:34.50 -73:40:14.8  SMC713.05.2453   SMC133.5.7426   -                   
OGLE-SMC-ECL-0155   ED   00:31:42.16 -73:55:39.3  SMC714.28.221    SMC133.7.4958   -                   
OGLE-SMC-ECL-0156   ED   00:31:43.02 -73:54:49.3  SMC714.28.1329   SMC133.6.6061   -                   
OGLE-SMC-ECL-0157   ED   00:31:48.12 -73:45:46.3  SMC713.05.301    SMC133.5.5979   -                   
OGLE-SMC-ECL-0158   ED   00:31:49.08 -73:44:39.6  SMC713.05.888    SMC133.5.6424   -                   
OGLE-SMC-ECL-0159   ED   00:31:53.12 -74:08:21.7  SMC714.20.6120   SMC133.8.5236   -                   
OGLE-SMC-ECL-0160   ED   00:31:55.25 -70:55:00.7  SMC706.26.58     SMC137.4.941    -                   
OGLE-SMC-ECL-0161   ED   00:31:56.39 -73:33:13.7  SMC713.05.8662   SMC130.8.508    -                   
OGLE-SMC-ECL-0162   ED   00:31:58.48 -73:47:23.8  SMC714.27.8335   SMC133.6.5510   -                   
OGLE-SMC-ECL-0163   ED   00:32:00.10 -73:29:22.7  SMC713.05.8726   SMC130.8.5811   -                   
OGLE-SMC-ECL-0164   ED   00:32:03.19 -73:18:27.7  SMC713.13.630    SMC130.6.5341   -                   
OGLE-SMC-ECL-0165   ED   00:32:03.39 -73:33:13.1  SMC713.05.8663   SMC130.8.5812   -                   
OGLE-SMC-ECL-0166   ED   00:32:05.50 -74:00:56.1  SMC714.27.1875   SMC133.7.6434   -                   
OGLE-SMC-ECL-0167   ED   00:32:25.07 -73:45:51.8  SMC713.05.299    SMC133.5.6073   -                   
OGLE-SMC-ECL-0168   ED   00:32:28.58 -73:18:11.6  SMC713.13.2605   SMC130.6.7944   -                   
OGLE-SMC-ECL-0169   ED   00:32:30.82 -73:58:41.8  SMC714.27.1166   SMC133.7.5740   -                   
OGLE-SMC-ECL-0170   ED   00:32:30.83 -73:17:12.4  SMC713.13.9174   SMC130.6.6851   -                   
OGLE-SMC-ECL-0171   ED   00:32:32.65 -74:02:45.5  SMC714.27.1710   SMC133.7.6563   -                   
OGLE-SMC-ECL-0172   ED   00:32:33.17 -73:16:21.2  SMC713.13.7886   SMC130.6.5413   -                   
OGLE-SMC-ECL-0173   ED   00:32:38.58 -73:40:07.3  SMC713.05.549    SMC133.5.6109   -                   
OGLE-SMC-ECL-0174   ED   00:32:38.82 -73:39:40.8  SMC713.05.13     SMC133.5.5713   -                   
OGLE-SMC-ECL-0175   ED   00:32:41.76 -73:27:33.5  -                SMC130.7.7738   -                   
OGLE-SMC-ECL-0176   ED   00:32:42.79 -72:29:32.7  SMC712.07.908    SMC131.5.3689   -                   
OGLE-SMC-ECL-0177   ED   00:32:55.05 -73:44:27.3  SMC713.05.147    SMC133.5.6148   -                   
OGLE-SMC-ECL-0178   ED   00:32:55.48 -73:26:14.7  SMC713.13.722    SMC130.7.8077   -                   
OGLE-SMC-ECL-0179   ED   00:32:57.57 -73:37:34.9  SMC713.05.675    SMC130.8.6856   -                   
OGLE-SMC-ECL-0180   ED   00:33:01.00 -72:51:33.9  SMC713.22.8136   SMC131.7.4506   -                   
OGLE-SMC-ECL-0181   ED   00:33:01.84 -73:18:57.3  SMC713.13.1605   SMC130.6.6117   -                   
OGLE-SMC-ECL-0182   ED   00:33:05.07 -74:05:42.2  SMC714.19.5612   SMC133.8.4309   -                   
OGLE-SMC-ECL-0183   ED   00:33:06.90 -73:37:51.1  SMC713.05.281    SMC133.5.5898   -                   
OGLE-SMC-ECL-0184   ED   00:33:09.16 -73:13:05.1  SMC713.13.9537   SMC130.6.7058   -                   
OGLE-SMC-ECL-0185   EC   00:33:16.15 -73:46:42.0  SMC714.27.8482   SMC133.6.5905   -                   
OGLE-SMC-ECL-0186   ED   00:33:17.50 -72:40:59.4  SMC713.30.1363   SMC131.6.4586   -                   
OGLE-SMC-ECL-0187   ED   00:33:22.35 -73:54:19.7  SMC714.27.1601   SMC133.6.7718   -                   
OGLE-SMC-ECL-0188   ED   00:33:26.97 -73:27:24.8  -                SMC130.7.6412   -                   
OGLE-SMC-ECL-0189   ED   00:33:31.41 -73:48:25.1  SMC714.27.9648   SMC133.6.6934   -                   
OGLE-SMC-ECL-0190   ED   00:33:32.13 -72:26:37.4  SMC712.06.57     SMC131.5.2556   -                   
OGLE-SMC-ECL-0191   ED   00:33:34.49 -73:50:20.2  SMC714.27.8738   SMC133.6.5953   -                   
OGLE-SMC-ECL-0192   ED   00:33:34.71 -74:17:51.7  SMC714.19.684    SMC134.4.1105   -                   
OGLE-SMC-ECL-0193   ED   00:33:38.56 -73:10:57.0  SMC713.12.12919  SMC130.6.7236   -                   
OGLE-SMC-ECL-0194   ED   00:33:39.17 -73:51:29.8  SMC714.27.9327   SMC133.3.1901   -                   
OGLE-SMC-ECL-0195   ED   00:33:47.90 -73:04:28.0  SMC713.21.85     SMC130.5.4296   -                   
OGLE-SMC-ECL-0196   ED   00:33:56.21 -73:26:41.2  -                SMC130.7.6496   -                   
OGLE-SMC-ECL-0197   ED   00:33:56.89 -73:43:40.8  SMC713.04.106    SMC133.4.72     -                   
OGLE-SMC-ECL-0198   ED   00:34:00.12 -73:52:35.3  SMC714.27.8602   SMC133.3.835    -                   
OGLE-SMC-ECL-0199   ED   00:34:02.76 -73:34:08.9  SMC713.04.11660  SMC130.8.6300   -                   
OGLE-SMC-ECL-0200   ED   00:34:06.06 -73:45:57.8  SMC713.04.970    -               -                   
OGLE-SMC-ECL-0201   ED   00:34:06.63 -73:42:32.8  SMC713.04.604    SMC133.4.412    -                   
OGLE-SMC-ECL-0202   ED   00:34:09.11 -74:13:12.4  SMC714.19.400    SMC133.1.238    -                   
OGLE-SMC-ECL-0203   ED   00:34:09.85 -73:44:32.8  SMC713.04.2596   SMC133.4.2479   -                   
OGLE-SMC-ECL-0204   ED   00:34:11.65 -74:09:57.0  SMC714.19.6589   SMC133.1.2378   -                   
OGLE-SMC-ECL-0205   ED   00:34:12.19 -73:38:06.1  SMC713.04.3663   SMC133.4.2506   -                   
OGLE-SMC-ECL-0206   ED   00:34:15.25 -73:41:39.2  SMC713.04.1607   SMC133.4.2543   -                   
OGLE-SMC-ECL-0207   ED   00:34:15.87 -72:49:04.1  SMC713.29.441    SMC131.7.4831   -                   
OGLE-SMC-ECL-0208   ED   00:34:16.31 -73:30:39.4  SMC713.04.13067  SMC130.1.905    -                   
OGLE-SMC-ECL-0209   ED   00:34:19.17 -73:48:15.6  SMC714.26.9876   SMC133.3.390    -                   
OGLE-SMC-ECL-0210   ED   00:34:25.94 -73:59:07.4  SMC714.26.530    SMC133.2.945    -                   
OGLE-SMC-ECL-0211   ED   00:34:27.90 -73:24:36.5  SMC713.12.2530   SMC130.2.2458   -                   
OGLE-SMC-ECL-0212   ED   00:34:30.51 -73:49:37.1  SMC714.26.12192  SMC133.3.2233   -                   
OGLE-SMC-ECL-0213   ED   00:34:38.85 -73:36:34.7  SMC713.04.13580  SMC130.1.4369   -                   
OGLE-SMC-ECL-0214   ED   00:34:39.55 -73:39:26.0  SMC713.04.762    SMC133.4.1428   -                   
OGLE-SMC-ECL-0215   ED   00:34:43.37 -73:05:51.3  SMC713.21.1968   SMC130.4.2218   -                   
OGLE-SMC-ECL-0216   ED   00:34:47.36 -73:40:45.9  SMC713.04.1736   SMC133.4.2880   -                   
OGLE-SMC-ECL-0217   ED   00:34:50.20 -74:23:14.0  SMC714.09.4948   SMC134.3.2118   -                   
OGLE-SMC-ECL-0218   ED   00:34:54.87 -73:12:29.6  SMC713.12.10716  SMC130.3.1275   -                   
OGLE-SMC-ECL-0219   ED   00:34:58.48 -73:48:02.6  SMC714.26.9880   SMC133.3.476    -                   
OGLE-SMC-ECL-0220   ED   00:35:02.93 -74:38:29.1  SMC714.09.774    SMC134.2.954    -                   
OGLE-SMC-ECL-0221   ED   00:35:05.21 -74:11:51.5  SMC714.18.5520   SMC133.1.343    -                   
OGLE-SMC-ECL-0222   ED   00:35:06.20 -74:19:19.6  SMC714.18.661    SMC134.4.4589   -                   
OGLE-SMC-ECL-0223   ED   00:35:06.45 -72:36:17.1  SMC713.29.6317   SMC131.3.1270   -                   
OGLE-SMC-ECL-0224   ED   00:35:09.83 -73:52:11.8  SMC714.26.11838  SMC133.3.2575   -                   
OGLE-SMC-ECL-0225   ED   00:35:10.04 -73:55:23.7  SMC714.26.1748   SMC133.2.2321   -                   
OGLE-SMC-ECL-0226   ED   00:35:10.85 -73:52:41.8  SMC714.26.9579   SMC133.3.1480   -                   
OGLE-SMC-ECL-0227   ED   00:35:15.28 -73:39:16.4  SMC713.04.317    SMC133.4.259    -                   
OGLE-SMC-ECL-0228   ED   00:35:21.60 -73:15:42.5  SMC713.12.12401  SMC130.3.2784   -                   
OGLE-SMC-ECL-0229   ED   00:35:21.68 -73:33:49.9  SMC713.04.11370  SMC130.1.248    -                   
OGLE-SMC-ECL-0230   ED   00:35:21.96 -73:35:06.7  SMC713.04.12379  SMC130.1.1660   -                   
OGLE-SMC-ECL-0231   ED   00:35:23.41 -73:36:24.2  SMC713.04.13490  SMC130.1.2356   -                   
OGLE-SMC-ECL-0232   ED   00:35:24.11 -73:37:00.5  SMC713.04.2336   SMC130.1.1692   -                   
OGLE-SMC-ECL-0233   ED   00:35:24.47 -73:20:34.5  SMC713.12.306    SMC130.2.269    -                   
OGLE-SMC-ECL-0234   ED   00:35:25.23 -72:36:34.2  SMC713.29.5720   SMC131.3.686    -                   
OGLE-SMC-ECL-0235   ED   00:35:28.69 -73:49:59.8  SMC714.26.9379   SMC133.3.564    -                   
OGLE-SMC-ECL-0236   ED   00:35:31.18 -74:02:25.1  SMC714.26.359    SMC133.2.1515   -                   
OGLE-SMC-ECL-0237   ED   00:35:31.21 -72:58:03.6  SMC713.20.11755  SMC131.1.374    -                   
